"","a","p","y1","y2","y3","y4","c"
"71",11,4,2.22464847349276,-2.64995924924944,-0.821808964988105,0.731724286050079,-7
"72",12,4,-1.00668900358378,-0.971186834181892,0.728279723872078,2.52329016729048,-8
"73",13,4,0.685549504577035,-3.83023266596775,-2.57621349716228,3.10737744890977,-9
"74",14,4,-1.28203750996193,-3.16424103793661,-2.72516924842343,2.92904136980375,-10
"75",15,4,-0.230690666973538,-2.98956489813222,-1.65405243789121,2.74942072857893,-11
"76",16,4,-0.618456801844786,-3.42353229953048,-2.9923247641995,0.964601906029186,-12
"77",17,4,-2.18275852482163,-2.47957632720066,-3.83540112023216,3.07475361693488,-13
"78",18,4,-2.73990653044358,-3.47583391443065,-2.61167212113696,2.0002764498361,-14
"79",19,4,-1.32035390135667,-5.77561822739883,-2.04124960118221,2.92872864114276,-15
"80",20,4,-2.08610717499362,-5.99082167919708,-4.77171919512591,1.7275373837665,-16
"81",1,5,3.05929408702527,2.9595489657455,1.14319611593827,2.84325026772476,4
"82",2,5,1.27935023719016,0.904170010522473,3.45681718061239,-0.205738611645412,3
"83",3,5,2.85533276036978,0.668647510172733,2.97778455341816,2.64130065913264,2
"84",4,5,1.96502543754586,1.64686228587697,1.68448003673832,1.99580459543473,1
"85",5,5,2.3163374754238,0.933979068021952,1.64565639517782,0.880557486483794,0
"86",6,5,-0.346815979742567,0.763890487956117,-0.229412308328451,2.31139091196176,-1
"87",7,5,1.74856107955438,1.00095712703805,1.2946420252342,3.46359284996512,-2
"88",8,5,1.53206248976398,-0.172866969687189,0.77030853240034,4.00024619238679,-3
"89",9,5,1.40592521495257,-1.56401105164281,0.839153828741106,3.28851675131139,-4
"90",10,5,1.92496067239591,0.000873195950656713,-0.0151022466815073,2.02491766618945,-5
"91",11,5,0.0421973787582932,-2.46315638599526,0.256626193194292,4.72820417324442,-6
"92",12,5,-0.41477850248169,-1.56625768872138,-1.48453745982771,3.58486902939186,-7
"93",13,5,0.959475614595686,-2.07256856371957,-1.49919196374427,2.41000068536526,-8
"94",14,5,0.777037265199368,-4.49382768518074,1.33911047412896,3.16642363216365,-9
"95",15,5,-0.144912805827926,-3.04797079319795,-1.02534414620743,2.21203944702636,-10
"96",16,5,-1.12391410090188,-1.05615964536179,-2.40303336728017,2.04537460548736,-11
"97",17,5,0.720519730850581,-3.6872251395545,-2.63128908426342,3.65293707668791,-12
"98",18,5,-2.81420905780443,-4.08985322714971,-1.66146617954334,1.52179387188635,-13
"99",19,5,-2.77375790968499,-5.18875921041434,-1.19737661061343,2.45469476074228,-14
"100",20,5,-3.22897890417718,-4.81650078767992,-3.87708860883211,3.48851854269676,-15
"101",1,6,1.90260810597528,0.679014397655752,3.04001186961605,1.34757334487594,5
"102",2,6,3.09809946811979,1.95339209163647,1.17213174735318,-0.261827797816875,4
"103",3,6,3.54792005740683,3.3563683169929,1.69576847718059,2.31040150426547,3
"104",4,6,2.2544569780375,2.93851112442711,1.99880813242497,2.64983298033551,2
"105",5,6,5.36013390356481,1.09022726153525,3.12015781902117,-0.30337238507426,1
"106",6,6,2.65335999922528,1.6034950438518,1.74514454484434,1.81309883611192,0
"107",7,6,1.27018490539792,2.02101007647126,0.515064725133589,0.746406136096359,-1
"108",8,6,1.0458964855838,2.35370475212689,-0.0849886718832324,1.00781278078823,-2
"109",9,6,3.45311027007463,-1.83456441466294,-0.344396268240967,4.33780325624664,-3
"110",10,6,1.09093272245035,-1.25011149460846,-0.362410761370113,2.64187656363785,-4
"111",11,6,0.586228207504593,0.940188172736951,-0.554518123363791,2.62021243268375,-5
"112",12,6,-0.0658512363141226,-1.31256672355249,-1.73947364504547,3.08316797564563,-6
"113",13,6,-0.148735325242364,-0.203171601738462,-0.336243922033515,3.93252150594195,-7
"114",14,6,1.20440840677744,-0.995297324844803,-0.114999767055613,3.63558726489372,-8
"115",15,6,-0.0665092497523934,-3.31737427581876,-1.36239321526619,4.01054501514465,-9
"116",16,6,-0.606170510653996,-3.34516859347473,-0.787027742926697,4.78265570957289,-10
"117",17,6,-2.50123235748199,-3.70512791023287,-2.31623560582843,2.57929739573792,-11
"118",18,6,-0.919345910178593,-3.15369727118802,-2.97784925962552,1.92155776638413,-12
"119",19,6,-2.59061953151183,-1.25984534675451,-3.963931619368,3.90935355735466,-13
"120",20,6,-1.61568246334547,-1.59222828832859,-2.05480974227722,2.5421828021712,-14
"121",1,7,4.7352442121317,2.03006069199938,3.28994530525789,1.44714767301028,6
"122",2,7,2.50124775192779,3.48854570756619,0.0970549338244857,1.57998972136896,5
"123",3,7,2.84736056741113,2.07750294677593,4.09383905294108,0.885131835641458,4
"124",4,7,5.17324590593596,0.209103204186552,1.5688416856472,2.33608446319095,3
"125",5,7,3.31938930560287,1.21445304867061,1.06002018158619,2.41911577706028,2
"126",6,7,2.88925339410417,0.430271209318734,1.72396893887833,2.19360159788445,1
"127",7,7,3.0898961205253,-0.0525264687536866,2.16862547522363,1.45326774539934,0
"128",8,7,3.493677742497,1.96929617887999,1.36181200737585,3.10045493415631,-1
"129",9,7,1.9901677128057,0.36432833073225,2.20666379639802,3.00161037475965,-2
"130",10,7,1.66540839448749,0.316779072038003,1.47275137302155,2.61098512264055,-3
"131",11,7,2.20749899682516,2.21593094470842,-1.07161959538528,2.47467304773358,-4
"132",12,7,1.33108893566781,-0.540963417839456,-0.427196313197915,3.07685953450122,-5
"133",13,7,1.35794915643195,0.32693124116028,-0.347993538809857,2.96914640674878,-6
"134",14,7,2.73454668767962,-1.24643636468695,-0.604991872689272,5.16905739801353,-7
"135",15,7,1.70293423977918,-1.45190321277417,-1.32182936275706,2.63325587169158,-8
"136",16,7,-0.130598567370493,-0.368266537232367,-3.01183065681711,2.52270198298014,-9
"137",17,7,-0.284551213712078,-2.17593514615085,-1.10505805509075,5.92927301368517,-10
"138",18,7,0.315480499126535,-1.39452414612303,-2.43718420895811,4.40938122515839,-11
"139",19,7,-1.34555776170138,-2.36137541330311,-2.37856670972466,3.22261704766408,-12
"140",20,7,-0.192940076525496,-3.15831470981762,-1.80936714529293,2.39753434981043,-13
"141",1,8,4.10570169841647,4.14610628322861,1.98309555006657,2.30130870357277,7
"142",2,8,2.90596409170465,5.47974417145208,3.08519251240842,1.96369326372208,6
"143",3,8,4.7173930098325,2.78024893518278,2.70370195664972,0.957731855872766,5
"144",4,8,4.27297380119573,3.18734924139403,1.5902254456352,3.10161345798148,4
"145",5,8,2.60368552653213,2.53734650933944,0.662937634367159,3.40825385386635,3
"146",6,8,3.64198274411055,1.59736253014113,2.79660615428059,0.656158276335811,2
"147",7,8,3.43382055500808,2.26441763911603,3.36589260436877,2.57542754387233,1
"148",8,8,5.09802966493283,2.14734505483121,1.12363957940816,2.48655081605369,0
"149",9,8,1.57257287634483,2.47097878522435,2.98815182589427,2.85672526689073,-1
"150",10,8,1.87274039540103,-0.278724755313809,-1.45927520263309,2.44945508056655,-2
"151",11,8,0.939512919275842,1.59934509544041,1.87564760190038,5.18068727506536,-3
"152",12,8,2.23053925087072,-0.22253259230673,0.117193975937618,3.83054574333944,-4
"153",13,8,2.07710367904414,-0.180264394973709,-1.82275372561184,3.51532463079714,-5
"154",14,8,2.29729334037896,-1.79528024274451,2.15681367516038,3.92610925424339,-6
"155",15,8,0.776146824970519,-0.211377534616203,-0.809656787620642,4.01076175319448,-7
"156",16,8,0.636202706548501,0.527836013515536,-1.02698891603612,3.84398545540839,-8
"157",17,8,0.843109245966872,-0.16829468048988,-1.59062676057946,2.31149574125171,-9
"158",18,8,-0.640301091714498,-0.826271262202152,-2.91125199006649,4.45603517836434,-10
"159",19,8,0.461713362197411,-2.57986608199642,-1.59384193029348,0.798366051291832,-11
"160",20,8,-0.812498898565141,-4.27380959687675,-4.33521705008244,4.31696894730428,-12
"161",1,9,2.24119804383665,5.63247060527814,3.00704189084416,2.76256931135622,8
"162",2,9,4.20246751027718,5.14947354652552,1.83078245666818,0.887644830523372,7
"163",3,9,4.75310149715193,4.54521172083316,1.89658785242253,3.43605945133949,6
"164",4,9,2.61965014426038,4.98571673631958,-0.527109350381641,3.1288210861978,5
"165",5,9,6.66595934790196,3.22160835513999,3.85421252110053,3.0878105905035,4
"166",6,9,4.30952041860242,3.03928643771482,2.46070555131287,4.92091455600675,3
"167",7,9,4.83917031218409,3.71979238536243,2.47511544994403,2.56836074840929,2
"168",8,9,4.76375036247734,3.90136918677497,0.456660099137595,3.8858309611404,1
"169",9,9,4.31763357810583,1.57483116639151,0.917639721749943,2.91978799160458,0
"170",10,9,3.48801996923188,1.39531248769398,1.08337898134375,4.48173500438701,-1
"171",11,9,3.96555711832831,1.79623945315765,2.0733617339901,5.38476939898337,-2
"172",12,9,1.92468360204708,1.09235198581776,0.147369943403071,3.30909701502474,-3
"173",13,9,3.12985115616293,1.44136119869062,1.34638019132176,4.00158469217706,-4
"174",14,9,2.52870116224593,0.398659190828494,0.820951007624785,3.98555044914088,-5
"175",15,9,1.26949836135348,-0.435221535100887,0.811646204796087,4.87644851086841,-6
"176",16,9,-0.368742946088424,-1.36816304976689,1.54857036189918,3.84523331308917,-7
"177",17,9,3.63589792014564,-1.96207079614444,0.667546198559991,3.43120810793151,-8
"178",18,9,0.314676498322054,0.385066424362052,-1.38447185178363,5.53369972422047,-9
"179",19,9,0.421442460276936,-1.37314946311906,-3.15507632145426,2.54187050877857,-10
"180",20,9,0.675938152925007,-0.194842989594498,-2.06883218155625,1.63491321570886,-11
"181",1,10,6.14664950124259,4.61742670276918,3.12811833806979,2.34765751664397,9
"182",2,10,4.68801203461741,5.98613670964827,4.43410320004146,3.26656098468537,8
"183",3,10,5.68460664963056,5.76748457191119,4.21436111341433,2.35684028397187,7
"184",4,10,7.13347312181234,3.50025519807732,4.67246440916198,3.54416011301861,6
"185",5,10,4.37194796972583,4.0123920160278,2.40676748415273,4.06318214130565,5
"186",6,10,4.26397878113534,2.92389482120543,3.83337379499222,5.15672709079045,4
"187",7,10,3.33534686044509,4.00063684877424,4.24148909995384,5.35735012498027,3
"188",8,10,5.72544821179278,4.2048984619155,4.03502026590052,5.35144713267951,2
"189",9,10,3.83776141825542,2.872088548362,2.08709139777838,5.81212061822955,1
"190",10,10,3.61463557435248,3.97973559523212,2.52237851688105,4.09615105124713,0
"191",11,10,3.01797498773228,1.66387724196429,1.82226897814169,5.46218818394675,-1
"192",12,10,5.19617819002445,1.60964483390704,0.612312814828557,4.55563613961242,-2
"193",13,10,4.61759413340031,0.466785203119299,2.66937885322697,5.38646651466042,-3
"194",14,10,4.17565639943333,1.25660423683939,0.673204812400096,5.95975678591614,-4
"195",15,10,2.27998620835523,0.604145385331386,-0.392930665777562,4.69059410257793,-5
"196",16,10,3.15982361810771,2.45506391814681,0.382376433796747,5.7833510086744,-6
"197",17,10,2.10446758156552,-0.447466488348833,0.599025055149906,6.62809987854918,-7
"198",18,10,3.76097617060286,1.10572894137897,0.188564179294098,5.02159045792191,-8
"199",19,10,1.09539410250719,0.436957065573241,-2.40262662677745,3.93237675115006,-9
"200",20,10,1.47149841356829,-0.925763225640343,-2.04198392633797,4.49411363774258,-10
"201",1,11,7.78961467950546,6.98268706413143,3.98446457120334,1.95594036229284,10
"202",2,11,6.92124615556384,4.82573823713218,4.43919259367991,4.10067072424959,9
"203",3,11,6.39089763337436,5.11820207161921,3.87687043628946,5.27825839092868,8
"204",4,11,5.42361668559035,5.12106391397853,3.6307552509108,3.93971011279657,7
"205",5,11,5.22508301174043,4.00063462014301,3.44280008955008,4.08053506225804,6
"206",6,11,5.80941789575168,4.82993450288926,2.95216624899007,4.09006870047947,5
"207",7,11,5.17436735186391,2.12570536861785,3.09376520427843,4.80189171498142,4
"208",8,11,6.7389810229685,3.18638443373768,3.28113575805975,4.31860787509949,3
"209",9,11,5.89642285911709,4.2609147128789,1.66783171525237,4.32574659534997,2
"210",10,11,4.27723580847857,3.20264752408663,2.85951243433679,4.46786307652029,1
"211",11,11,3.2813225145742,2.28577017306412,3.69268159618109,3.97795161279391,0
"212",12,11,4.83163805799036,2.41106445667057,3.06043490499284,5.34987899630146,-1
"213",13,11,2.22813398400077,1.95589600049291,2.31777658084355,5.53483000266422,-2
"214",14,11,3.43297196248309,1.90641734196984,1.25996668339011,5.18622084917239,-3
"215",15,11,3.16731471562856,2.53659383342473,-0.224005460739935,5.84347177582021,-4
"216",16,11,4.49711650478948,2.45770211490103,2.06722978719854,3.57095480570238,-5
"217",17,11,1.42429661709881,0.0161461308419618,-0.587461008341936,5.97117797075285,-6
"218",18,11,3.04277860813253,-0.810482016566309,0.784502934544779,6.17248291294594,-7
"219",19,11,2.58691318029956,-0.215244302353955,0.577843286027187,5.31836653142004,-8
"220",20,11,1.89404329752148,-1.18955440632901,-1.52084635285139,4.83363532891928,-9
"221",1,12,6.61194408040001,8.08866062272955,4.13915891814156,2.64913610442564,11
"222",2,12,7.69855538650582,7.77234847288675,5.30777014780666,3.28899712368081,10
"223",3,12,5.45491319280515,4.68583913387299,3.54923506940016,4.23776400905427,9
"224",4,12,7.23794185790049,5.62206410689039,5.13106209874501,2.1122774304251,8
"225",5,12,7.95199577310721,6.65881189235114,4.40800169625257,4.8093161254501,7
"226",6,12,6.44822928097468,4.36613739426833,4.84035774551005,3.31600200174095,6
"227",7,12,6.33879127743164,4.90035473543959,2.48605044726148,5.15638421430743,5
"228",8,12,7.01846370547638,5.82229829436426,3.36129386886627,5.57136754309982,4
"229",9,12,5.16460122107977,3.68557112889563,4.12387250049967,4.98936425954575,3
"230",10,12,5.55466603274649,4.57520945045351,1.93277572725907,4.89947589837749,2
"231",11,12,5.10843599556935,3.56091231782407,2.47506052752974,4.51325995558198,1
"232",12,12,5.37351032836244,3.76852799210323,1.91547143623318,3.88935605607519,0
"233",13,12,3.74610475156953,2.89559880438073,3.22480043780291,4.89556731008216,-1
"234",14,12,1.89289745589845,2.93429893832468,3.27109747699378,5.97943159550379,-2
"235",15,12,6.25169163277455,2.65207892749373,-0.160757306449585,7.94172810807613,-3
"236",16,12,4.48715495188043,1.10345384203217,1.8137504000616,4.20871002829516,-4
"237",17,12,4.23830297629422,2.48595352913338,0.778322740064869,5.33970788205781,-5
"238",18,12,4.31546595000395,1.31361110601202,0.827366816808532,5.90295305223123,-6
"239",19,12,4.55780850784853,2.96510124173998,-0.571630114761963,7.04997244867825,-7
"240",20,12,2.05892354131572,-0.17810298583478,-0.731461898807605,4.23988127450884,-8
"241",1,13,7.9093971837688,7.33945923040735,3.8956972860523,5.56977720384759,12
"242",2,13,7.91061564455626,7.40360749773301,3.84215189054182,4.04030460807994,11
"243",3,13,7.44715270298723,8.00394200918535,5.73277626003647,4.89070868632387,10
"244",4,13,9.76707360610935,6.93898392709542,4.11124244320931,5.26207810734151,9
"245",5,13,6.83679951216458,7.20758098977302,3.34794570757043,3.62140455573261,8
"246",6,13,7.94142210131769,6.49665755560245,0.379778786108751,4.46646969353175,7
"247",7,13,7.52210971167405,8.0738786476631,5.02738852987145,3.76200754733676,6
"248",8,13,7.51001763680984,4.55221588481761,0.463096317420486,6.399483291356,5
"249",9,13,8.24177532323053,5.04538312354294,3.44490313795979,5.60150848261196,4
"250",10,13,5.89014265294853,3.78014677901066,2.10401740750651,6.84631881662734,3
"251",11,13,7.72235181908509,4.19240495815289,1.66998294030059,5.51294325065481,2
"252",12,13,7.12375396968893,3.83560143575717,3.10507932241943,5.91294713686311,1
"253",13,13,5.48426854474215,5.09555300701687,2.46994489629101,6.41689452202064,0
"254",14,13,4.36015369549677,3.60583896790698,0.177849619864882,6.33029005117695,-1
"255",15,13,8.36191892328126,3.81520185434945,1.60579248967564,7.12474954883271,-2
"256",16,13,4.59526732229602,2.24010285020599,1.3648698093721,5.70861379008962,-3
"257",17,13,3.17702966274744,2.89986515051632,2.26363591118385,7.08677294915362,-4
"258",18,13,5.40967296783652,3.36977449867588,0.199095826147534,6.59956926762885,-5
"259",19,13,3.8653330968229,2.64923761137263,-0.965327995809475,5.94284564433008,-6
"260",20,13,2.72305129548193,1.79799394257528,-0.0725061521699886,4.92417926316925,-7
"261",1,14,6.69100748787331,10.7390598155073,3.97738897845691,5.17388184166512,13
"262",2,14,8.58902231864751,10.4251917436565,4.69565216915357,4.21435121562263,12
"263",3,14,10.4569916834282,8.51635573025395,5.04760990176086,4.79525773422201,11
"264",4,14,7.27760722195617,7.684535048746,4.24821440641478,5.83121192695746,10
"265",5,14,9.30684005588312,5.09416149537996,4.10283861313412,4.41691531611249,9
"266",6,14,9.48157502191361,8.93010636694204,5.77660671627817,7.20804204061439,8
"267",7,14,6.68802738689609,6.97268191819017,5.24015445484247,6.4872680101411,7
"268",8,14,8.05597621783814,6.81922319219193,4.96612512731082,7.56100226548509,6
"269",9,14,9.46459930201056,7.4428317122206,3.29418022304006,6.7194210230896,5
"270",10,14,7.55135263370615,5.47917291430352,2.85847413407041,6.86238407130578,4
"271",11,14,7.22176413256919,5.93155957038583,3.54202585664058,5.75051868614053,3
"272",12,14,7.46801219361841,4.68202313987026,3.53103573993427,5.75235704148221,2
"273",13,14,9.08223859827934,5.46327785716966,2.02894551857199,7.23136089250486,1
"274",14,14,7.49633507207496,4.40854929127953,3.38501734196853,6.43562938942945,0
"275",15,14,7.40884175233561,3.68074463269141,2.04102102067993,8.06150004805672,-1
"276",16,14,5.19123058747299,4.25768569877282,2.28963827850498,7.24803532229316,-2
"277",17,14,5.61785524747563,3.99839045210262,0.645795114085436,5.01362354490254,-3
"278",18,14,3.63593010954559,4.99520706435835,1.98923988322315,6.29956571732396,-4
"279",19,14,3.86882164555524,3.91285241077102,-0.727675227863846,6.84189238758612,-5
"280",20,14,6.18311052202639,3.83474205734885,0.495709390497741,6.1299655624449,-6
"281",1,15,9.70922195156801,10.3265056350345,4.33419057731732,6.19287781217079,14
"282",2,15,11.4724871619691,11.3709100105756,6.35694960512685,5.90604426741876,13
"283",3,15,9.26101361627586,8.40924466359261,4.01216328301722,6.22571094359502,12
"284",4,15,10.1028896295074,8.20745775172951,5.36045751330825,5.7680140516719,11
"285",5,15,10.0388071921693,7.4555084454089,5.6592623107353,7.25415087238358,10
"286",6,15,9.93363186027106,11.0058762947431,5.51945110289072,4.73945226985761,9
"287",7,15,9.9815895886524,7.57259959491833,3.04245578698163,6.93275814902817,8
"288",8,15,9.33932996715059,7.59711268473803,5.83459498696197,8.32922517545263,7
"289",9,15,9.86429491446193,7.50822309766372,3.79669846484454,7.48368885464111,6
"290",10,15,7.20028837292652,6.95279491471492,1.77491383501983,7.85062059117386,5
"291",11,15,8.51488015065356,6.16016215228429,3.57779109057369,6.99344260256801,4
"292",12,15,7.28810015184835,7.35627299242313,2.46957836321416,7.98190850987988,3
"293",13,15,9.46271020222475,6.31014742771392,2.92256062352975,8.10496881645809,2
"294",14,15,8.91588636647525,6.59460755936353,2.32934224646071,7.66055919467612,1
"295",15,15,6.34263715774956,4.39022071901153,0.893683206321875,5.28725535675927,0
"296",16,15,6.61272010237768,4.48125213988236,0.833608874875222,7.29296550405827,-1
"297",17,15,5.8117084525585,5.33451273020978,2.14067705410512,8.21363932546955,-2
"298",18,15,7.06958807006407,4.55916277218745,0.279377322453829,8.84797464776032,-3
"299",19,15,5.85603848370093,4.43323438068563,-0.358294994714691,7.34079553273124,-4
"300",20,15,5.15139701661264,1.86745111618437,0.88150389158532,8.08393295801514,-5
"301",1,16,11.0665583882311,10.8716492757727,4.67853586723375,5.70261405147327,15
"302",2,16,11.6399583334328,8.43560964398985,6.06667432233094,6.61167301254382,14
"303",3,16,9.75251737619815,11.0733122236636,4.66833509831921,6.37348781159473,13
"304",4,16,11.5278712527416,8.36919676323808,4.34389082015912,6.80357624628915,12
"305",5,16,9.34178045345417,8.5508000808968,4.8375250407915,6.58746757268395,11
"306",6,16,11.2482550046836,7.38285482677292,2.5567291630621,7.00376277141699,10
"307",7,16,12.0104992383246,9.46873110825177,5.71543432832149,7.02635916341369,9
"308",8,16,12.0773590344638,9.20063412368033,3.61031018090875,7.08420322073099,8
"309",9,16,9.93698242269464,9.43496967001802,3.23580951694565,7.67839903182989,7
"310",10,16,10.6697819326565,7.0448042669373,5.02715395292735,9.15641070165676,6
"311",11,16,11.3993085324832,8.88265149342645,3.2941090698879,7.08701577180506,5
"312",12,16,8.55751963535008,5.44627018870379,3.70542428902957,8.28628164800588,4
"313",13,16,8.66386872730799,6.93425191088234,2.41123986138741,7.95241885564147,3
"314",14,16,7.82562827751238,7.22967522789032,3.69050060628536,8.13670585084699,2
"315",15,16,6.58493174052515,8.13461350849122,2.01758577747751,8.86871977213022,1
"316",16,16,7.4989452086345,4.78055042647092,3.11583327399676,8.19165653128636,0
"317",17,16,8.02353062920801,5.34535232024405,1.94446136167544,7.50390141591866,-1
"318",18,16,8.01486191966234,5.1543320850242,2.61293104622928,8.64253735666839,-2
"319",19,16,6.77697507278167,4.18948238814723,1.87131034659958,8.94033997051237,-3
"320",20,16,6.87939140112997,4.21205849046863,0.542548090498693,6.32974347698138,-4
"321",1,17,12.9445700600255,11.5973935998064,5.95090236897586,6.85459017278794,16
"322",2,17,12.1161154996553,10.3997449055636,5.35594195305918,8.09224116014843,15
"323",3,17,13.6914540840561,10.7520101760364,6.77756430157123,5.89520069930194,14
"324",4,17,13.8223364827733,9.97407068140807,5.26412394936871,7.08134791264917,13
"325",5,17,12.5891311349385,10.3625438275979,4.30828401478415,5.623772892796,12
"326",6,17,13.2009653947788,9.48232650483344,7.37288486165938,8.52215280191945,11
"327",7,17,10.9750447211041,9.9074099718943,4.46231593556735,7.52648044846827,10
