"","a","p","y1","y2","y3","y4"
"93",13,5,0.85758351145623,-2.48404064565967,-0.138305963323716,2.88065221933872
"94",14,5,-0.274193391683483,-4.37060522328533,-0.217245868234477,4.19819273366645
"95",15,5,-2.03478524089809,-4.3857440786564,-1.78107023631944,3.46349293434894
"96",16,5,-1.35182729304251,-5.18950687506359,-0.77846351628943,4.26050792958424
"97",17,5,-0.803097365004495,-4.38668168134384,-1.42168265279689,2.45438363298123
"98",18,5,-1.37332959583608,-4.43500935254324,-2.23828273081988,2.21379554154219
"99",19,5,-3.95127882408085,-5.4889347638492,-3.67119037921625,2.69504262379334
"100",20,5,-2.37176910327913,-5.30540551185574,-3.84353448341683,2.85456064288184
"101",1,6,3.17087385235624,1.09224224405734,1.18148233412746,-0.521370751068061
"102",2,6,2.83021572888907,1.30909927397037,1.29593082402754,3.14228021624328
"103",3,6,1.58755768462504,0.815948393405832,2.16426826765803,1.5695154811574
"104",4,6,1.15106961562971,-0.277565918514496,1.69461811978583,0.69401018945379
"105",5,6,2.80945921640156,1.19152294014431,2.24907191102918,1.48409638315727
"106",6,6,1.50071303758794,-0.777605463581134,1.81674023821522,2.51682484769076
"107",7,6,0.961806028033488,2.86191720252542,1.04353015193405,4.1061587844904
"108",8,6,1.95821828691187,-0.344738346730585,-0.0322772053846405,2.88395466572905
"109",9,6,2.87835077200855,-2.33899390231957,0.386151744577835,3.33298631620293
"110",10,6,0.257212692369254,-0.402277835612991,-0.118816486144351,1.50027512880039
"111",11,6,0.451260624638425,-2.02964253820037,0.967605548431895,0.793535197544675
"112",12,6,0.477587915613316,-1.89462895486747,-0.2307014194528,3.81650209146686
"113",13,6,0.599177902010209,-2.14230210496843,0.742343366870615,2.91862845265155
"114",14,6,0.00500639391505045,-3.52101419686519,-0.584326762648351,2.57735446448289
"115",15,6,0.355521101338063,-2.29809733958756,-2.03707492141889,1.6554908917233
"116",16,6,-0.582332335811835,-3.48130495904691,-0.948081502183027,3.83562279976055
"117",17,6,-2.3992584759799,-3.17240783976839,-0.49532540574227,3.14181203304054
"118",18,6,-2.0381929213033,-3.30385360387481,-0.637490408818614,2.58716084961851
"119",19,6,-1.71517825721019,-5.79841604335524,-2.4108572040771,1.94066790946551
"120",20,6,-2.62887673440306,-4.24809880990661,-2.19062736502758,3.80725548366774
"121",1,7,2.21227513060093,3.23588177749729,5.82483721180733,0.321880173041268
"122",2,7,2.52035736876324,2.09622538624114,2.12075378033413,1.74103458876975
"123",3,7,2.63705368726576,3.6726556795384,1.18087984205047,2.24993607069612
"124",4,7,1.74387243214512,1.96808807902178,2.17921444755992,1.75634647180335
"125",5,7,3.13355237795291,1.89656653923732,2.70089532405318,1.36389599534146
"126",6,7,2.81140483647206,-0.25126991207306,2.78302300984924,2.00891106429962
"127",7,7,3.0722414193333,-0.190505149901722,1.01205151212018,3.07232655588403
"128",8,7,1.96166824629936,-1.29602519369202,4.01315798541954,2.38767105423044
"129",9,7,1.94288471881007,-1.9734591217251,1.8354795795393,3.24316344351218
"130",10,7,2.31026903044429,-0.54387077867385,1.04561467480078,1.2475863263051
"131",11,7,1.65345005698467,-0.534733453758258,-0.839163781248591,1.72051058349415
"132",12,7,2.71394370547674,-0.418063452215235,2.08032562997261,1.50402458963573
"133",13,7,0.69271898422209,0.018331339358894,0.367860819115962,1.80212454856466
"134",14,7,1.13656057317754,-1.53637215476612,-1.00942329778658,1.36381730536471
"135",15,7,-1.27048689029901,-1.77581950376062,-0.8847570228869,2.83394604833372
"136",16,7,0.742001909067801,-2.23154807899578,0.584983512337384,1.53673294254677
"137",17,7,-2.61256502407076,-2.49308142662735,-3.33262053309373,3.77580360015438
"138",18,7,-0.488040338587867,-1.16538265066963,-0.044541439684695,1.26290062097331
"139",19,7,-0.45266024126125,-5.1310382903147,-3.12758158668801,2.36213508948039
"140",20,7,-0.460921950980615,-3.65109977017355,-3.97037538417067,1.5578822775197
"141",1,8,5.62213348718278,2.81097834115737,2.0775159401031,3.39174538542789
"142",2,8,3.38357783491383,3.01439941655505,1.97455716686352,1.73794097940081
"143",3,8,4.42655125723071,3.7019682788778,2.19576513158338,0.206595939550923
"144",4,8,2.19206478855331,1.01704278072938,4.45019723340541,0.891217335377376
"145",5,8,3.29703727391736,2.86437694172119,0.758060852308139,2.7205159237592
"146",6,8,2.32992115217303,1.1533349055675,1.19966978549405,1.561965550813
"147",7,8,2.24476883615323,1.28151514770234,2.34048461005377,4.11443324667525
"148",8,8,2.49373357500532,-1.21905917100033,1.62219858721739,2.32039712138087
"149",9,8,2.11323927761055,1.22771334303624,1.45302785306641,3.05490327031847
"150",10,8,2.06425330469711,1.27770747608097,2.10625269163789,0.170526653870196
"151",11,8,1.72600943819874,0.374974704273294,0.422779275905163,3.87279331232924
"152",12,8,-0.172826459696215,-0.265731432252129,1.60228914547188,4.79495044324979
"153",13,8,0.658303517062335,-0.979047244991169,0.997602284250659,3.15208283009432
"154",14,8,-0.191384469615251,-0.814535866254638,-0.743904522465636,2.49471542383926
"155",15,8,0.378981945546047,-1.50590364026676,-1.95215712804437,3.05114103820399
"156",16,8,-2.34884521730133,-1.66632209723209,-1.53392924659288,2.12748009093533
"157",17,8,0.23483684889229,-1.98109766099178,-1.67561235922624,3.23554679189725
"158",18,8,0.669956890251363,-1.96794652636651,-2.86878968065279,2.64429556453316
"159",19,8,-0.498758615178414,-5.39157262748642,-1.50559420071762,2.86218310224964
"160",20,8,-2.48751416840772,-5.3879621140705,-3.09704565501316,1.85238194073935
"161",1,9,3.12056129866585,4.74991530046311,4.00004277783834,4.02091534258434
"162",2,9,3.41923555372405,3.72705336415141,2.07968008160048,1.7186888199871
"163",3,9,4.64765204487768,2.8967681450571,1.73765690547445,1.55056116869378
"164",4,9,3.7576987624364,3.60767496551538,3.72712520790597,2.96356725875523
"165",5,9,3.2899137217407,3.08288806348626,2.14155011034702,2.20105916589689
"166",6,9,3.01376185055822,2.70042988491079,1.89446249574105,1.20222295187992
"167",7,9,3.40470157799482,0.201575975317401,1.57549313992358,2.50109962687849
"168",8,9,5.15386957207557,1.36196557312573,0.397102649731672,2.99083682909042
"169",9,9,3.49065474604166,1.73969946264493,2.54698128865147,3.08741472867746
"170",10,9,3.71795798940893,0.680371584488055,1.40130094855412,2.29975183521086
"171",11,9,4.139518446923,1.53143666451123,1.72256788459806,4.19453916368759
"172",12,9,2.35158051027813,0.681032141230535,-1.33039915411054,3.82056550128076
"173",13,9,1.70738193058037,0.785449186760505,-0.0451266334229411,4.6721180816499
"174",14,9,1.7282871586245,-0.312391147672726,0.945112154784207,3.66503722954257
"175",15,9,1.71242166177343,-0.0845842836857438,-1.7253726786157,5.4250826929155
"176",16,9,1.85192818498678,0.958069972711218,-1.15495456890585,2.79264758545137
"177",17,9,-0.486589460851595,-1.92726616970333,-0.628913682486561,4.13165143123714
"178",18,9,1.44426380084925,-3.91060230885879,-3.2250846501807,0.289906052112889
"179",19,9,-2.46717623360945,-3.49059491744851,-2.2086284978612,3.51230296825221
"180",20,9,-0.244770009555429,-2.77659171445788,-3.9383435576061,2.01317899378308
"181",1,10,3.99913813972538,3.90210797373754,2.97360374583812,1.91830386448485
"182",2,10,4.45827591208426,4.19383764125623,3.33232195498964,3.06253526438412
"183",3,10,4.99308413189272,4.82889192452027,3.62084953887203,3.02162340517484
"184",4,10,7.17607834820184,3.95201857535638,2.00102437580451,1.22634888992143
"185",5,10,2.68937211401075,4.47278922050726,3.75717456472153,2.74598597694704
"186",6,10,3.26437574617802,2.0570290565617,2.57042431699453,4.54282557296928
"187",7,10,1.92290453373591,1.20514442437271,2.23588541335673,2.86481219633881
"188",8,10,3.49326852936978,2.68101731833091,1.41262051602613,4.65847465717634
"189",9,10,3.08934042980355,0.491703488879563,1.05490118176794,1.37566986896454
"190",10,10,3.37489092657456,2.14750572532582,2.68451888388496,4.65887868281855
"191",11,10,2.3118888254839,-0.211606948210368,2.82210221863039,5.31471087329426
"192",12,10,3.915401994248,0.629124234950771,2.33453942142732,3.99496456140127
"193",13,10,3.41924004341615,-0.0930480620120977,1.27789889702032,2.57394373468426
"194",14,10,2.21229145103649,-0.811388926756914,-0.111574415932739,3.58104576746156
"195",15,10,1.17020602829838,-0.140936574363112,-1.2584625276775,4.79190912446454
"196",16,10,0.706668839739478,-0.962168470795163,-0.0525402984905707,3.06439729689506
"197",17,10,1.60939422029603,0.536538475362936,-0.326337117902439,3.540929338984
"198",18,10,1.60821542890069,-1.34005562135981,1.94595988547041,4.89962650764651
"199",19,10,1.04356840392268,-2.97007737426982,-0.0616771682300274,3.66307354854365
"200",20,10,1.2222888972066,-3.20141978802215,-2.60949006150377,4.55140571067377
"201",1,11,7.99524956846889,4.69419297113198,4.77085072622749,0.683691826998607
"202",2,11,5.33376365858387,6.24962049960255,3.0055835649858,1.43433296755798
"203",3,11,6.30862936602828,5.00676880763447,1.96311162400456,1.47882536739549
"204",4,11,5.824660580544,5.34182793381061,2.96407497638037,2.64747507460356
"205",5,11,7.65213387058228,3.66545639358782,3.50702539591926,3.70572052135383
"206",6,11,5.99295895031342,4.74825921012341,3.33319269113246,3.87520569206571
"207",7,11,5.67536488689795,4.27789541557501,3.63484882339968,2.43128593347987
"208",8,11,7.20413044772917,2.36048245737724,2.8845034753465,4.83166330159649
"209",9,11,3.34339854398905,4.1303851776626,1.78201452284912,3.24009560496134
"210",10,11,4.92694689358905,1.31786340126753,3.27984171871009,3.0535710914999
"211",11,11,5.66962990712923,2.50296922711523,2.1941952706982,4.186953619408
"212",12,11,4.83009852595645,1.73138460888629,2.72887446949388,3.13927532440962
"213",13,11,3.70819952722,0.79843228289805,3.94518348000666,5.51811631023639
"214",14,11,3.43171124982758,-0.127858029581631,1.86592015292829,3.58211525764081
"215",15,11,3.12439541652587,0.913374408384921,1.37642792219038,4.31783339751137
"216",16,11,2.31463264092165,1.59634483996655,1.27075613003929,3.66693679760884
"217",17,11,0.80064120322581,0.602428455765748,1.11307204396105,2.99973869630206
"218",18,11,3.59033055216442,-0.886502068725341,1.2296576083646,6.235399266017
"219",19,11,1.06489721526884,-1.21348160261383,-1.53492801578956,4.97447708978965
"220",20,11,-1.11978630588233,-0.72868962492585,0.6997160206369,5.47557764858335
"221",1,12,5.50806922979302,5.89745622035018,2.97622576708209,4.99009590987307
"222",2,12,5.23951567331807,6.776104113754,4.25952733327889,1.98936551123457
"223",3,12,4.42478449730513,6.46853438666875,4.82446014754542,3.45883331872309
"224",4,12,5.33458212807925,4.94229040288393,3.28310717680631,4.57914509478763
"225",5,12,4.17071068879048,5.77899633100717,3.79540175349254,4.8044200155186
"226",6,12,6.44189400038379,3.79303595661953,4.74617568435636,3.61597644973745
"227",7,12,5.80190579703899,4.98545372832346,3.4987628671105,3.59239648439377
"228",8,12,5.91054609066506,3.32014984709989,3.02580530224738,6.14502238310778
"229",9,12,5.39800563479188,4.99312193860541,1.23619371967169,3.91587383281984
"230",10,12,3.80277005367484,4.33713586069732,2.32742273593824,3.15231049074723
"231",11,12,6.20788427918029,2.40947229760961,3.37874352896044,5.96097746600292
"232",12,12,4.0434073876746,1.75536590729227,1.97788411018628,4.93362348396646
"233",13,12,3.45939082887142,0.766373490576065,2.02842001274806,4.58878393516928
"234",14,12,4.93634781525944,0.742805175517093,1.95066710446155,5.45416992378612
"235",15,12,3.79255759692257,-0.179208394838626,1.83415616566565,5.15594611344694
"236",16,12,3.24479496607442,1.32305263774518,1.46130299076594,4.5590018849126
"237",17,12,2.52023350958711,1.08347586227258,-1.13299155466495,3.78540857257835
"238",18,12,2.29664201479885,-1.46120556405275,-0.523738311880281,4.0769839909971
"239",19,12,1.85136733677195,-1.63207129279047,0.396260773733685,6.39278326858899
"240",20,12,2.39032834993492,-1.12642671283972,-2.81429638615102,3.83870720084092
"241",1,13,7.64383657289218,4.70108591341411,5.58073893785934,2.12351022087431
"242",2,13,8.08295157177518,6.19433873139775,3.7668335927275,3.26632648060364
"243",3,13,7.0440086415483,4.87824262100084,6.0642986293576,1.63471442797464
"244",4,13,9.00074127039509,4.69244299041632,3.76455058209301,3.69453043273221
"245",5,13,6.16849045402199,5.74515696909177,4.73823853195915,2.9105103352557
"246",6,13,5.53173167887205,5.5883151320824,2.51317656583788,3.52119545526913
"247",7,13,5.09644043449126,4.63435227475176,5.29491033049062,3.78405814244641
"248",8,13,5.44868744219318,2.6358876470034,3.38075071177457,4.63395079699302
"249",9,13,6.03054533681171,3.39276463861071,3.37009248246901,4.04118532908129
"250",10,13,4.61658615065293,3.7150793557326,4.18611604173073,5.34414598636139
"251",11,13,4.85914634395549,3.44062635938051,1.92611811932798,6.07158768100801
"252",12,13,4.94412383116335,5.02256216649257,2.79315825344808,5.60567864981406
"253",13,13,5.87663277048788,2.12345700243152,3.31281477042741,3.11329712812312
"254",14,13,4.82913472026706,1.13936910579152,2.07232176087981,4.7661675636522
"255",15,13,4.78564779933361,1.43307736698372,1.60624590703903,3.8770189699398
"256",16,13,3.69315075623854,1.86168899847476,1.80361403665726,4.43552169744202
"257",17,13,3.49506808125613,1.56099130830096,-0.0236370112584641,5.07993776513425
"258",18,13,2.14310356007641,2.37072923497147,0.308031623782031,5.39209982408012
"259",19,13,2.54653923464917,1.02349949970715,-0.520838648140038,4.01916904238203
"260",20,13,3.261795269726,1.02506004770238,-1.86449091615008,4.56526766390438
"261",1,14,9.18582690831248,6.7132820100337,4.74447658749932,4.14268213941488
"262",2,14,6.80821442759066,9.29168227169584,4.53513888706279,3.91197023514119
"263",3,14,9.24868928022211,6.4611265980406,2.73953573269138,5.03605258648956
"264",4,14,7.15659588125064,8.29713358406951,5.20637796285135,5.28536459981308
"265",5,14,6.23752779000008,7.57917976643434,3.71273927823311,5.9992301939685
"266",6,14,7.76410378107408,7.04909728984727,4.20285038222356,5.28322899452904
"267",7,14,6.7189348739708,5.23894609494559,4.72885609520345,5.69300258436102
"268",8,14,7.35215653500724,5.35995459582608,3.72530053044501,4.23744215994191
"269",9,14,7.30896247771357,4.11323968987435,4.71304345930947,3.96811221206325
"270",10,14,4.79618069470997,4.37197279942064,2.45275138175684,4.24671065186022
"271",11,14,6.47181144001503,4.06304487029805,3.58121387404625,6.6905653355509
"272",12,14,8.06200964921928,3.18775444693943,2.94434979393877,4.02701854993841
"273",13,14,4.84415453793838,4.00894092912551,0.0639528931712667,7.15432249067912
"274",14,14,5.93753594639724,4.48533200015577,4.57458530253489,6.56115481504334
"275",15,14,5.37093746686283,2.43828930139862,-0.0841652335867085,4.56748816135337
"276",16,14,6.31142444852495,3.91513613957719,1.38008466317903,6.28565620204459
"277",17,14,5.62265714519592,1.73303454772547,1.57202703668318,5.89363560573276
"278",18,14,4.46841022335622,3.82857847356523,0.292634389950043,4.44943272642647
"279",19,14,5.4778781671433,0.653904158436586,1.9450417185272,4.63059664277533
"280",20,14,2.87804149148939,0.868042720599914,1.92133268581307,5.42444471751403
"281",1,15,10.6465145140791,9.55037530183664,4.96757534691021,4.6392052266386
"282",2,15,9.72043883029007,8.35339300448912,6.13247913632293,3.3468137122431
"283",3,15,7.55803803787541,6.92589033721762,5.70076948015415,5.47969170588399
"284",4,15,8.97708970588388,7.28924393668076,4.96076719288917,5.0225823607443
"285",5,15,7.68597743847441,7.57670789161501,3.98003961496941,7.31528079392259
"286",6,15,9.10022102993626,6.42074830843487,4.9395585697159,6.56793050156805
"287",7,15,8.32244758997473,8.8569791418835,5.93799940515116,7.04866824448148
"288",8,15,7.51063083357255,6.26479198701321,3.81614847702363,5.82480996770506
"289",9,15,6.9404765397006,5.10728338703777,4.83867254178117,4.44998026339102
"290",10,15,7.58856130466242,8.12165939677207,3.8056771092853,6.50080675215199
"291",11,15,7.79848276948887,4.11232279924788,1.44625506736157,6.56212909625546
"292",12,15,7.72168902382631,5.16135012113846,4.65538265049579,5.84159571221558
"293",13,15,6.67014403826207,3.97902463260031,1.8358074542873,5.89410798492291
"294",14,15,6.1191736535455,3.11380407203465,1.93603914068599,5.38526934642612
"295",15,15,5.2978111053293,3.65693223709621,0.948204170179959,6.4863318509988
"296",16,15,5.44466260317176,3.59068449966999,2.90708274468147,5.97783722049724
"297",17,15,4.87309561872798,2.5742333653483,1.01210483693644,5.39709131363708
"298",18,15,7.04134446392428,3.12367700766316,1.39430896338018,6.16148951365694
"299",19,15,3.96697904066867,1.6461323200576,1.54365110349697,5.61979483174302
"300",20,15,3.39787269358004,1.30111479653347,-0.482434934149394,5.12792625435624
"301",1,16,9.61481956019917,11.4119182169672,5.92234499950365,4.19755388039722
"302",2,16,9.718332140016,9.90240803973876,4.7048238406052,5.21900757292485
"303",3,16,10.5783768151317,8.07527471211679,7.31328496920173,5.32464645314547
"304",4,16,9.43274543114924,10.0615492994232,6.02024236477708,3.5630786615301
"305",5,16,8.60194183745999,8.61112058960364,5.0881067188552,6.59727561593339
"306",6,16,10.0490328669187,9.22548271679729,4.6552592610042,7.36287059702593
"307",7,16,9.69360075368695,7.97027724517672,4.20359903400644,6.04815625780917
"308",8,16,8.4788248779654,8.57120380335637,3.97802446387662,6.53810435477499
"309",9,16,9.56719591545011,6.89354442803301,4.73725214643517,4.61722555768792
"310",10,16,9.14519094096136,6.69213269565071,2.77194149076695,7.04701457795947
"311",11,16,8.39143517273122,8.08870749662259,3.20000550852209,7.51897888325848
"312",12,16,9.43062371628344,6.20540710045473,4.32429995145723,4.08508088801363
"313",13,16,6.90581495690126,4.04339934930353,2.61279094147617,6.6170564790911
"314",14,16,7.2816979279586,3.4983778983199,2.30658254352802,8.50566887563303
"315",15,16,8.09043353823414,4.69362399353242,1.74878581576685,7.38069788814466
"316",16,16,5.34889792491593,3.5039233805311,2.43844896154007,6.62832683879208
"317",17,16,7.97520685572981,3.03582499380455,3.47541500925731,7.01914061191104
"318",18,16,6.9495652921217,4.21067209235295,1.97681274921415,5.87395901609942
"319",19,16,6.07534778584714,3.95780768563503,0.437718277749418,7.96017441321718
"320",20,16,4.97074148834662,3.3770370540137,1.19342106457261,7.7064030145189
"321",1,17,11.6265265391783,10.2005780677075,5.62780947052754,5.36040322325647
"322",2,17,10.049280185218,10.606200941758,5.05894045455184,5.53761966985353
"323",3,17,12.0193829439568,10.5912719263173,5.06890278492272,5.02748658581003
"324",4,17,9.94728648877918,8.63259706804718,5.74580254143584,5.12962312691883
"325",5,17,7.11255422027684,8.25116125235834,6.33001048173303,4.84984511932845
"326",6,17,10.676665431886,8.91524013954657,4.59483939953978,7.81292476023804
"327",7,17,10.3517279563173,7.03759868242777,4.91449963750214,6.34687621943895
"328",8,17,11.1668429518709,8.94611304882898,5.32455078910556,8.42385720616881
"329",9,17,9.44555815677366,7.63673764881694,4.52759922761423,6.76940752550204
"330",10,17,8.74621354887545,6.93729033231958,5.61435302019518,7.66984627760604
"331",11,17,8.65460501119639,7.23346265958811,4.20420472693376,7.19408227241881
"332",12,17,9.19168904998684,7.09123002043568,3.10243833158458,6.25854000525015
"333",13,17,7.39238138764343,7.59953999289987,4.26167507958653,7.48180774989168
"334",14,17,6.06015472090797,6.46052571101169,2.99244016794045,7.29719961717423
"335",15,17,8.21359605901951,5.23425811099041,3.0310694939245,7.38954915435057
"336",16,17,8.5346400479304,4.8514541534041,3.20597072959445,8.47621905742482
"337",17,17,7.50361971442577,4.5530882164027,2.49272510578849,9.70609445925439
"338",18,17,7.14638446106349,5.44928197193116,1.71608234511254,5.66550912812934
"339",19,17,7.03753061536517,3.7510884722721,1.93912735665208,6.77934217874476
"340",20,17,5.20051841250463,2.84640988583419,1.94270940267401,8.00043813051197
"341",1,18,10.3366172757718,11.3113508426914,6.91013523250276,4.86395228009185
"342",2,18,11.6125617117815,11.1094086161638,4.26204859868211,8.41200887646087
"343",3,18,12.4076254583196,8.92564551076251,5.9676506475705,6.13641113695753
"344",4,18,10.6216676320945,12.0780893057358,5.9611452776089,7.60186699811564
"345",5,18,12.9378657350298,9.88025254652078,4.11054609229737,6.26855332530943
"346",6,18,10.6137360530612,7.89800413893132,4.7164481047647,6.98092566871255
"347",7,18,11.5571765644491,8.27065203081666,5.45500977651506,6.30286643747026
"348",8,18,10.9889426549864,8.47272592238729,5.71677987703223,6.66137083985282
